"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"specjalista ds operacyjnych zakres obowiązków",,"a_box_fsnippet,also_asks,snip_breadcrumbs,snip_featured",5,N/A,1,0,10,1,0,0,100,https://resumaker.pl/przykładowe-cv/specjalista-ds-operacji/
"office manager cv",,"also_asks,pic,related_search,snip_breadcrumbs",3,1,1,0,10,1,0,37,90,https://resumaker.pl/przykładowe-cv/administracja---biuro---kierownik/
"urzędnik pocztowy",,"ai_overview,pic,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,1,0,10,1,0,0,278000,https://resumaker.pl/przykładowe-cv/urzednik-pocztowy/
"kierownik sklepu obowiązki cv",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,N/A,1,0,10,1,0,9,147000,https://resumaker.pl/przykładowe-cv/kierownik-sklepu/
"cv dance",,"pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",2,N/A,1,0,10,1,0,6,198,https://resumaker.pl/przykładowe-cv/nauczyciel-tańca/
"cv qa",,"a_box_fsnippet,pic,related_search,snip_breadcrumbs,snip_featured",2,1,1,0,10,1,0.275233,60,527000000,https://resumaker.pl/przykładowe-cv/qa-software-tester/
"curriculum vitae receptionist",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs",3,N/A,1,0,10,1,15.00625,20,503000,https://resumaker.pl/przykładowe-cv/front-office-receptionist/
"cv for office manager",,"pic,related_search,also_asks,snip_breadcrumbs",4,N/A,1,0,10,1,0,13,90,https://resumaker.pl/przykładowe-cv/administracja---biuro---kierownik/
"resumaker opinie",,"ai_overview,related_search,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,2,1,390,56,25.055012,22,109,https://resumaker.pl/anuluj-subskrypcje/
"résumé creator",,"related_search,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,2,0,170,24,1.312851,75,2180000000,https://resumaker.pl/
"cv programming",,"video,also_asks,related_search,pic,snip_breadcrumbs",2,5,2,0,110,15,0.214147,8,80,https://resumaker.pl/przykładowe-cv/programowanie/
"cv front end developer",,"related_search,video,pic,snip_breadcrumbs",4,6,2,0,110,15,0.060644,4,80,https://resumaker.pl/przykładowe-cv/front-end-web-developer/
"list motywacyjny pracownik biurowy",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,10,2,0,110,15,0.050242,17,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"cv architect",,"also_asks,video,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",2,3,2,0,110,15,0.234718,5,80,https://resumaker.pl/przykładowe-cv/solution-architect/
"list motywacyjny księgowość",,"related_search,pic,snip_breadcrumbs",3,7,2,0,90,13,1.734222,10,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-ksiegowosci/
"list motywacyjny pomoc nauczyciela bez doświadczenia",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",6,6,2,0,90,13,0,1,38200,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-nauczyciela/
"cv kierownik sklepu",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,4,2,0,70,10,0.249976,25,570000,https://resumaker.pl/przykładowe-cv/kierownik-sklepu/
"list motywacyjny do wojska",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",4,4,2,0,70,10,0.164968,17,29800,https://resumaker.pl/przykładowe-list-motywacyjny/oficer-wojskowy/
"list motywacyjny nauczyciel przedszkola",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",4,9,2,0,70,10,2.395739,8,12900,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-przedszkola/
"kucharz liniowy",,"pic,ai_overview,also_asks,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,2,0,50,7,0,1,6090,https://resumaker.pl/przykładowe-cv/kucharz-liniowy/
"list motywacyjny sprzedawca kasjer",,"pic,also_asks,related_search,snip_breadcrumbs",4,6,2,0,50,7,0.060179,30,90,https://resumaker.pl/przykładowe-list-motywacyjny/kasjer/
"list motywacyjny kierowcy",,"pic,related_search,snip_breadcrumbs",3,2,2,0,50,7,0.101897,9,90,https://resumaker.pl/przykładowe-list-motywacyjny/kierowca-zawodowy/
"list motywacyjny sekretarka",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,5,2,0,50,7,6.986353,17,81,https://resumaker.pl/przykładowe-list-motywacyjny/sekretarka-administracyjna/
"list motywacyjny praca biurowa",,"pic,related_search,snip_breadcrumbs",4,10,2,0,50,7,0.02539,29,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"list motywacyjny informatyk",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,4,2,0,50,7,0.0295,5,90,https://resumaker.pl/przykładowe-list-motywacyjny/technik-informatyk/
"coach resume",,"pic,also_asks,related_search,snip_breadcrumbs",2,1,2,0,50,7,0.49603,64,90,https://resumaker.pl/przykładowe-cv/trener-kariery/
"videographer cv",,"pic,also_asks,ai_overview,snip_breadcrumbs",2,N/A,2,0,50,7,0.038219,5,2830000,https://resumaker.pl/przykładowe-cv/kamerzysta/
"er technicians",,"ai_overview,related_search,snip_breadcrumbs",2,N/A,2,0,50,7,0,0,45100000,https://resumaker.pl/przykładowe-cv/er-technician/
"list motywacyjny opiekunka dziecięca bez doświadczenia",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",6,5,2,0,40,5,0,3,2950,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-opieki-nad-dziecmi/
"list motywacyjny mechanik",,"pic,related_search,also_asks,snip_breadcrumbs",3,5,2,0,40,5,0,1,90,https://resumaker.pl/przykładowe-list-motywacyjny/mechanik-samochodowy/
"list motywacyjny kelnerka",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,4,2,0,40,5,0,0,81,https://resumaker.pl/przykładowe-list-motywacyjny/kelnerka/
"list motywacyjny do pracy biurowej",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",5,10,2,0,40,5,0.04791,39,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"cv hydraulik",,"also_asks,ai_overview,pic,snip_breadcrumbs",2,1,2,2,40,5,0.46358,52,54,https://resumaker.pl/przykładowe-cv/hydraulik/
"cv kierowca autobusu",,"also_asks,pic,a_box_fsnippet,related_search,snip_breadcrumbs",3,3,2,0,40,5,0.237999,58,90,https://resumaker.pl/przykładowe-cv/kierowca-autobusu/
"list motywacyjny elektryka",,"related_search,pic,snip_breadcrumbs",3,1,2,0,40,5,0,8,81,https://resumaker.pl/przykładowe-list-motywacyjny/elektryk/
"list motywacyjny kelner",,"pic,snip_breadcrumbs,snip_image_thumbnail",3,4,2,0,40,5,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/kelnerka/
"cv kasjerka",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,2,0,40,5,0.08,23,483000,https://resumaker.pl/przykładowe-cv/lada-kasowa/
"list motywacyjny recepcjonistka",,"related_search,pic,snip_breadcrumbs",3,2,2,-1,40,5,3.921188,4,81,https://resumaker.pl/przykładowe-list-motywacyjny/recepcjonista/
"cv architekta wnętrz",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,2,2,0,40,5,0.059478,15,72,https://resumaker.pl/przykładowe-cv/starszy-projektant-wnetrz/
"dyrektor do spraw medycznych",,"ai_overview,related_search,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,1,2,0,40,5,0,0,984000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-medycznych/
"cv ratownik medyczny",,"pic,also_asks,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,2,2,0,40,5,0.365824,33,25500,https://resumaker.pl/przykładowe-cv/paramedyk/
"list motywacyjny wzór pracownik biurowy",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",5,9,2,1,40,5,0,3,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"cv dyrektora",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,2,2,2,40,5,0.328806,23,90,https://resumaker.pl/przykładowe-cv/dyrektor-zarządzający/
"list motywacyjny na stanowisko księgowej",,"related_search,pic,also_asks,snip_breadcrumbs",5,8,2,2,40,5,0,9,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-ksiegowosci/
"list motywacyjny księgowa przykłady",,"pic,related_search,snip_breadcrumbs",4,7,2,0,40,5,0,13,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-ksiegowosci/
"list motywacyjny na stanowisko księgowego",,"related_search,pic,snip_breadcrumbs",5,N/A,2,0,40,5,0,9,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-ksiegowosci/
"list motywacyjny księgowej wzór",,"pic,related_search,also_asks,snip_breadcrumbs",4,8,2,2,40,5,0.011689,26,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-ksiegowosci/
"cv pracownik budowlany",,"pic,also_asks,related_search,snip_breadcrumbs",3,6,2,0,40,5,0.11,43,90,https://resumaker.pl/przykładowe-cv/robotnik-budowlany/
"list motywacyjny na stanowisko sekretarki",,"pic,also_asks,ai_overview,related_search,snip_breadcrumbs",5,5,2,1,40,5,0.013912,15,106,https://resumaker.pl/przykładowe-list-motywacyjny/sekretarka-administracyjna/
"list motywacyjny pomoc nauczyciela",,"pic,also_asks,related_search,snip_breadcrumbs",4,8,2,0,30,4,0,3,90,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-nauczyciela/
"cv nauczyciel angielskiego",,"also_asks,related_search,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail",3,2,2,0,30,4,16.45555,27,77,https://resumaker.pl/przykładowe-cv/nauczyciel-języka-angielskiego/
"podanie o pracę pomoc kuchenna",,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,4,2,0,30,4,0,1,55700,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-kuchenny/
"scrum master cv",,"pic,related_search,also_asks,ai_overview,video,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,1,2,0,30,4,0.19,39,4560000,https://resumaker.pl/przykładowe-cv/scrum-master/
"podanie o prace pomoc kuchenna",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",5,4,2,0,30,4,0,1,18900,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-kuchenny/
"list motywacyjny pomoc nauczyciela w przedszkolu",,"pic,also_asks,related_search,snip_breadcrumbs",6,8,2,0,30,4,0,12,72,https://resumaker.pl/przykładowe-list-motywacyjny/asystent-nauczyciela/
"cv szefa kuchni",,"also_asks,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",3,N/A,2,-1,30,4,0.06,29,114,https://resumaker.pl/przykładowe-cv/głowa/
"cv dziennikarza",,"also_asks,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",2,1,2,0,30,4,0,11,66,https://resumaker.pl/przykładowe-cv/doświadczony-dziennikarz/
"cv nauczyciela angielskiego",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",3,2,2,0,30,4,0.389688,27,81,https://resumaker.pl/przykładowe-cv/nauczyciel-języka-angielskiego/
"cv chemik",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",2,N/A,2,0,30,4,0,21,197000,https://resumaker.pl/przykładowe-cv/inżynier-chemik/
"frontend dev cv",,"related_search,video,pic,snip_breadcrumbs",3,N/A,2,1,30,4,0.210386,36,80,https://resumaker.pl/przykładowe-cv/front-end-web-developer/
"hr cv",,"also_asks,pic,snip_breadcrumbs",2,2,2,0,30,4,0.36,32,90,https://resumaker.pl/przykładowe-cv/hr-generalista/
"dyrektor ds medycznych",,"pic,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,2,0,30,4,0,0,1710000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-medycznych/
"list motywacyjny sekretarka pracownik biurowy",,"related_search,pic,snip_breadcrumbs",5,10,2,0,30,4,0.01,24,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"human resources vp",,"pic,also_asks,related_search,snip_breadcrumbs",3,N/A,2,0,30,4,0,0,90,https://resumaker.pl/przykładowe-cv/vp-hr/
"social media manager cv",,"also_asks,related_search,pic,snip_breadcrumbs",4,2,2,0,30,4,0,3,90,https://resumaker.pl/przykładowe-cv/social-media-marketing-manager/
"cv górnika",,"pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,1,2,0,30,4,0,3,90,https://resumaker.pl/przykładowe-cv/inzynier-gorniczy/
"list motywacyjny pomoc nauczyciela w przedszkolu wzór",,"pic,related_search,also_asks,snip_breadcrumbs",7,8,2,0,20,2,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-nauczyciela/
"educator cv",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,N/A,2,0,20,2,0.172662,13,90,https://resumaker.pl/przykładowe-cv/wychowawca/
"cv projektant wnętrz",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,2,2,0,20,2,0.24,25,26600,https://resumaker.pl/przykładowe-cv/starszy-projektant-wnetrz/
"vp marketing",,"pic,also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,2,0,20,2,0,5,284000000,https://resumaker.pl/przykładowe-cv/wiceprezes-ds-marketingu/
"cv car",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,2,0,20,2,0,0,843000000,https://resumaker.pl/przykładowe-cv/myjnia-samochodowa/
"cv okręg co to jest",,"ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,4,2,-1,20,2,0,0,105,https://resumaker.pl/przykładowe-cv/kierownik-okregu/
"list motywacyjny do skw",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",4,1,2,0,20,2,0.19,18,1570,https://resumaker.pl/przykładowe-list-motywacyjny/oficer-wywiadu/
"list motywacyjny doradca klienta",,"pic,related_search,snip_breadcrumbs",4,1,2,0,20,2,0.044526,20,33600,https://resumaker.pl/przykładowe-list-motywacyjny/doradca-klienta/
"list motywacyjny konserwator",,"also_asks,pic,related_search,snip_breadcrumbs",3,N/A,2,0,20,2,0.019809,23,81,https://resumaker.pl/przykładowe-list-motywacyjny/konserwator-budynku/
"list motywacyjny do pracy w szpitalu",,"also_asks,related_search,pic,snip_breadcrumbs",6,2,2,0,20,2,0.059255,44,90,https://resumaker.pl/przykładowe-list-motywacyjny/szpitalnik/
"list motywacyjny na sekretarkę",,"pic,related_search,ai_overview,also_asks,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",4,5,2,0,20,2,0,14,100,https://resumaker.pl/przykładowe-list-motywacyjny/sekretarka-administracyjna/
"list motywacyjny kierowca autobusu",,"also_asks,related_search,snip_breadcrumbs",4,2,2,1,20,2,0.034771,20,100,https://resumaker.pl/przykładowe-list-motywacyjny/kierowca-autobusu/
"cv scrum master",,"video,related_search,ai_overview,also_asks,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,2,0,20,2,0.209345,19,102,https://resumaker.pl/przykładowe-cv/scrum-master/
"list motywacyjny na stanowisko magazyniera",,"also_asks,related_search,ai_overview,pic,snip_breadcrumbs",5,2,2,4,20,2,0.05762,27,103,https://resumaker.pl/przykładowe-list-motywacyjny/magazynier-selekcjoner/
"list motywacyjny na stanowisko dyrektora",,"ai_overview,pic,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,4,2,0,20,2,0.09,54,123000,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-zarzadzajacy/
"list motywacyjny pracownik biurowy przykład",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",5,10,2,0,20,2,0.020195,20,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"list motywacyjny opiekunka dziecięca",,"related_search,pic,also_asks,snip_breadcrumbs",4,5,2,0,20,2,0,4,72,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-opieki-nad-dziecmi/
"cv sql",,"also_asks,pic,snip_breadcrumbs",2,N/A,2,0,20,2,0,0,90,https://resumaker.pl/przykładowe-cv/programista-sql/
"list motywacyjny kasjer sprzedawca",,"also_asks,related_search,pic,snip_breadcrumbs",4,7,2,0,20,2,0.011652,19,4990,https://resumaker.pl/przykładowe-list-motywacyjny/kasjer/
"list motywacyjny na stanowisko kierowcy",,"pic,snip_breadcrumbs",5,3,2,1,20,2,0.04521,33,90,https://resumaker.pl/przykładowe-list-motywacyjny/kierowca-zawodowy/
"cv operator wózka widłowego wzór",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",5,1,2,0,20,2,0.19,37,2540,https://resumaker.pl/przykładowe-cv/kierowca-wózka-widłowego/
"baza danych cv",,"pic,ai_overview,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,N/A,2,0,20,2,0,0,1580000,https://resumaker.pl/przykładowe-cv/programista-baz-danych/
"list motywacyjny administracja",,"also_asks,pic,related_search,snip_breadcrumbs",3,N/A,2,0,20,2,0.182101,16,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"cv przedstawiciel medyczny",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail",3,1,2,0,20,2,0.22,38,236000,https://resumaker.pl/przykładowe-cv/przedstawiciel-ds-sprzedazy-medycznej/
"3d artist cv",,"pic,video,related_search,snip_breadcrumbs,snip_image_thumbnail",3,1,2,0,20,2,0,5,80,https://resumaker.pl/przykładowe-cv/3d-artysta/
"pracownik biurowy list motywacyjny",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,10,2,1,20,2,0,6,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"cv badania kliniczne",,"pic,also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,2,0,20,2,0,11,620000,https://resumaker.pl/przykładowe-cv/koordynator-badan-klinicznych/
"game dev cv",,"pic,video,snip_breadcrumbs",3,1,2,0,20,2,0,2,80,https://resumaker.pl/przykładowe-cv/producent-gier/
"doradca klienta po angielsku cv",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",5,N/A,2,0,10,1,0,14,4990,https://resumaker.pl/przykładowe-cv/customer-care-representative/
"cv animator",,"pic,related_search,also_asks,snip_breadcrumbs",2,1,2,0,10,1,0,21,90,https://resumaker.pl/przykładowe-cv/animator/
"list motywacyjny dyrektora",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",3,N/A,2,0,10,1,0,10,87800,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-administracyjny/
"list motywacyjny kelner bez doświadczenia",,"also_asks,pic,related_search,snip_breadcrumbs",5,8,2,0,10,1,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/kelnerka/
"list motywacyjny gastronomia",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,N/A,2,0,10,1,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-gastronomii/
"list motywacyjny inspektor",,"pic,related_search,snip_breadcrumbs",3,6,2,0,10,1,0,0,69,https://resumaker.pl/przykładowe-list-motywacyjny/inspektor-budowlany/
"wzór listu motywacyjnego pracownik biurowy",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",5,10,2,0,10,1,0,0,3390,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"svp stanowisko",,"also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,1,2,0,10,1,0,0,3590,https://resumaker.pl/przykładowe-cv/senior-vice-president/
"cv technician",,"also_asks,related_search,pic,snip_breadcrumbs",2,N/A,2,0,10,1,0,0,149000000,https://resumaker.pl/przykładowe-cv/er-technician/
"cv team leader przykład",,"pic,also_asks,related_search,snip_breadcrumbs",4,N/A,2,0,10,1,0.213889,63,198,https://resumaker.pl/przykładowe-cv/lider-zespołu/
"list motywacyjny budowlaniec",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,1,2,0,10,1,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-budowlany/
"cv asystentka biura",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",3,N/A,2,0,10,1,0,0,40000,https://resumaker.pl/przykładowe-cv/asystent-administracyjno-biurowy/
"list motywacyjny administracja biurowa",,"also_asks,pic,related_search,snip_breadcrumbs",4,10,2,0,10,1,0,0,141000,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
